"TARGET_DT0","INDEX_VALUE1","TOTAL_EA2","TOTAL_VOLUME3","ANT4","FOREIGNER5","COMPANY6","INVEST_BANK7","INVEST_TRUST8","PENSION_FUND9"
"2009.10.06",1598.44,380772,6073347,1443,-313,-1038,-15,-1153,-131
"2009.10.07",1598.0,401478,6574108,-1253,1054,338,-390,2072,-1388
"2009.10.08",1615.46,369319,6500627,1767,-114,-1863,1229,-5161,586
"2009.10.09",1646.79,431437,5910499,-3309,4229,-901,-77,-2062,384
"2009.10.12",1639.81,403522,4754097,1788,-520,-1264,513,-1461,-134
"2009.10.13",1628.93,408552,5310816,2220,89,-2485,57,-2304,-146
"2009.10.14",1649.09,403020,4903236,-2554,3563,-651,-385,96,-246
"2009.10.15",1658.99,366900,5832503,-3447,5492,-1454,-11,-1665,39
"2009.10.16",1640.36,365447,5676250,-690,4086,-3106,-10,-2240,-394
"2009.10.19",1649.07,267958,4318470,820,887,-1632,5,-1912,-46
"2009.10.20",1659.15,397587,4754380,-1978,2219,-459,-71,-591,-73
"2009.10.21",1653.86,359890,5188289,-825,1199,-437,-90,-519,-211
"2009.10.22",1630.33,380857,4812179,2548,-1183,-1444,418,-2125,-167
"2009.10.23",1640.17,325797,4817765,-1352,2182,-1074,526,-1556,-364
"2009.10.26",1657.11,309429,4701219,-4721,1837,2880,143,3470,-465
"2009.10.27",1649.53,321669,4992831,990,1861,-2923,422,-2566,-255
"2009.10.28",1609.71,363335,5336863,3168,-2715,-494,-12,-927,303
"2009.10.29",1585.85,365026,5602932,3287,-4730,1076,410,-550,738
"2009.10.30",1580.69,268692,4721610,3220,1282,-4618,134,-4420,-358
"2009.11.02",1559.09,285044,4318938,-554,1423,-842,-145,432,-275
"2009.11.03",1549.92,269982,3570743,1859,1837,-3872,-21,-3551,207
"2009.11.04",1579.93,262623,3679048,-793,1063,-477,-148,-1433,184
"2009.11.05",1552.24,201258,3312408,2488,-234,-2440,261,-3206,206
"2009.11.06",1572.46,247801,3616818,-1501,1340,82,-361,-48,52
"2009.11.09",1576.79,242396,3426604,-2316,1249,1216,-112,1148,-196
"2009.11.10",1582.3,271741,3802793,-2225,2657,-353,-172,-298,-248
"2009.11.11",1594.82,251351,3160306,-589,-546,1180,-238,1536,-12
"2009.11.12",1572.73,276742,4664682,2622,-1294,-1487,696,-2391,217
"2009.11.13",1571.99,253746,4066072,701,-1104,443,-99,1095,-296
"2009.11.16",1592.47,239101,3877557,-1153,-138,1123,185,594,62
"2009.11.17",1585.98,288280,4805157,-149,2016,-2004,211,-1709,-265
"2009.11.18",1603.97,272061,4871840,-3415,1462,3981,77,3846,-143
"2009.11.19",1620.54,271683,4649250,-5516,6728,-1192,-177,-1189,-110
"2009.11.20",1620.6,251289,3557823,-679,285,404,139,-42,121
"2009.11.23",1619.05,243848,3243824,1515,-212,-1079,86,43,-144
"2009.11.24",1606.42,333033,3886077,2594,2504,-857,464,435,-2110
"2009.11.25",1611.88,276913,3313916,123,-678,590,-529,926,112
"2009.11.26",1599.52,276259,4018904,476,747,-1228,239,-1403,108
"2009.11.27",1524.5,380440,5378260,2511,-2102,-546,151,-233,-42
"2009.11.30",1555.6,302208,4439384,1628,1274,-2770,-408,-3053,-103
"2009.12.01",1569.72,297389,4414263,-544,306,311,262,-205,-9
"2009.12.02",1591.63,322305,4680960,-2490,3768,-1122,98,-1649,-90
"2009.12.03",1615.0,267190,4287071,-3994,944,3228,205,3039,-164
"2009.12.04",1624.76,275963,4427872,-4731,2334,2760,79,2304,34
"2009.12.07",1632.65,260628,3826222,-1998,2646,-467,326,-620,-103
"2009.12.08",1627.78,350137,3499781,-433,1644,-987,414,-983,-104
"2009.12.09",1634.17,347919,4372471,-2469,-877,2508,471,1898,-274
"2009.12.10",1652.73,460226,7065620,-833,2830,-891,251,1506,134
"2009.12.11",1656.9,430306,5319754,-2946,1231,2238,587,1261,319
"2009.12.14",1664.77,393160,4768260,1382,101,757,115,1082,-132
"2009.12.15",1665.85,357369,4925818,1043,1653,-2251,223,-2291,-92
"2009.12.16",1664.24,363157,4546962,-122,-643,851,-489,1555,28
"2009.12.17",1647.84,372263,4229091,1052,645,-1725,640,-1687,-347
"2009.12.18",1647.04,257975,3876788,679,-1717,1002,372,613,333
"2009.12.21",1644.23,277399,3698982,-361,-53,888,236,690,-4
"2009.12.22",1655.54,464988,3668723,-1967,1143,1308,-67,1367,336
"2009.12.23",1661.35,344879,3803590,-2111,1536,2166,209,535,316
"2009.12.24",1682.34,323153,4759422,-6280,2653,3779,883,2088,5
"2009.12.28",1685.59,383930,5742818,2404,-578,-1510,302,-1803,-511
"2009.12.29",1672.48,312271,4149744,1297,1025,-2457,-402,-1605,-338
"2009.12.30",1682.77,321717,4228316,-3537,1898,1644,-109,1814,297
"2010.01.04",1696.14,291082,4214374,-2700,2387,-72,-53,-522,-109
"2010.01.05",1690.62,402043,6694054,-1666,3916,-2227,-145,-1469,-734
"2010.01.06",1705.32,420481,6281895,-3470,3508,-367,345,-553,63
"2010.01.07",1683.45,456464,7377683,-1656,2202,-855,312,-497,-288
"2010.01.08",1695.26,371357,6785182,375,594,-743,31,-882,277
"2010.01.11",1694.12,399263,6772706,171,-1590,1604,289,490,205
"2010.01.12",1698.64,377882,5154876,-815,1259,-442,25,-702,17
"2010.01.13",1671.41,356033,5155181,4223,-1408,-2506,-199,-2091,-260
"2010.01.14",1685.77,428554,6112422,461,-2423,1859,869,-115,533
"2010.01.15",1701.8,410091,6375103,-2226,3761,-1706,-38,-1683,-431
"2010.01.18",1711.78,415281,6225709,416,282,-631,-441,-2197,1650
"2010.01.19",1710.22,378000,5576733,1136,452,-1526,-65,-1100,141
"2010.01.20",1714.38,688689,7155224,756,2143,-2935,-821,-2789,623
"2010.01.21",1722.01,536757,5655444,-258,1574,-746,152,-1284,547
"2010.01.22",1684.35,605051,6510145,7610,-4906,-3308,2,-1702,-172
"2010.01.25",1670.2,579280,5739580,1482,396,-1840,-438,-1036,-139
"2010.01.26",1637.34,568776,6030577,3307,-1987,-1104,-815,-11,91
"2010.01.27",1625.48,439801,5637791,1062,-4483,3028,737,1708,545
"2010.01.28",1642.43,473304,5372609,-246,1339,-1183,-1115,-61,-429
"2010.01.29",1602.43,467444,5610325,555,-814,190,-905,992,387
"2010.02.01",1606.44,376848,5035915,770,-930,11,-561,177,147
"2010.02.02",1595.81,430376,4936669,2207,335,-2734,-1635,-884,-175
"2010.02.03",1615.02,432471,4387879,17,1388,-1529,-1231,-134,227
"2010.02.04",1616.42,392597,4031137,117,262,-616,-521,-508,169
"2010.02.05",1567.12,455323,4866843,538,-2988,2264,-62,763,1266
"2010.02.08",1552.79,436893,4107383,1138,-2149,999,83,121,439
"2010.02.09",1570.49,418067,4101976,596,-455,-180,-143,83,46
"2010.02.10",1570.12,429027,4017871,1472,148,-1626,-276,-1362,205
"2010.02.11",1597.81,387059,4304025,-3199,875,2421,1611,347,525
"2010.02.12",1593.66,286122,4167949,1963,-412,-1687,-409,-1330,10
"2010.02.16",1601.05,271085,2687748,-1568,592,925,249,76,503
"2010.02.17",1627.43,377713,4008190,-3543,3824,-60,-60,637,-63
"2010.02.18",1621.19,308435,3193869,-387,1888,-1476,-108,-640,-190
"2010.02.19",1593.9,340317,3691046,-258,337,52,229,166,194
"2010.02.22",1627.1,302645,3388928,-5173,2562,2732,-639,2300,687
"2010.02.23",1628.9,343873,3412601,-1429,497,1046,285,749,162
"2010.02.24",1612.83,384150,3805782,1469,-1931,573,584,-131,217
"2010.02.25",1587.51,397398,3892548,3165,-2342,-912,171,-660,-370
"2010.02.26",1594.58,326614,3106581,433,-1683,1231,-19,874,382
"2010.03.02",1615.12,407865,4033608,-4043,4215,-209,-13,-124,27
"2010.03.03",1622.44,393698,3198019,-2440,941,1502,28,1048,-18
"2010.03.04",1618.2,377670,3257519,-1287,1363,-70,141,-43,-178
"2010.03.05",1634.57,336466,3259136,-3225,1404,1874,433,793,937
"2010.03.08",1660.04,360539,4699860,-5724,5014,990,194,469,357
"2010.03.09",1660.83,624702,4344076,-2835,3188,-52,-68,-158,147
"2010.03.10",1662.24,490213,3811175,-1762,1463,625,-173,-197,181
"2010.03.11",1656.62,520156,4693458,-295,-1863,2360,975,112,-64
"2010.03.12",1662.74,361972,3589552,-1319,2400,-1113,-228,-681,-196
"2010.03.15",1649.5,337625,3282239,29,570,-592,408,-974,9
"2010.03.16",1648.01,467242,3947195,2083,3959,-4949,-140,973,1088
"2010.03.17",1682.86,597087,5640527,-6211,6567,-146,-261,-269,69
"2010.03.18",1675.17,424139,4724092,-2181,2938,-745,608,-903,-239
"2010.03.19",1686.11,433279,4135222,-3069,2841,249,11,-644,475
"2010.03.22",1672.67,342139,3731209,2637,433,-3091,350,-2900,-458
"2010.03.23",1681.82,408396,4615666,-1079,1915,-909,-130,-1500,811
"2010.03.24",1681.01,364443,4423235,-1608,3694,-2046,-126,-910,-339
"2010.03.25",1688.39,382198,4436079,-1475,2058,-520,-303,-566,121
"2010.03.26",1697.72,390645,4056297,-1201,2113,-836,-43,-1489,-260
"2010.03.29",1691.99,333364,4039795,-2107,3264,-1059,211,-1328,715
"2010.03.30",1700.19,314386,4603509,-1166,3550,-2211,-479,-2124,405
"2010.03.31",1692.85,322739,4773021,-285,1254,-640,81,-826,409
"2010.04.01",1719.17,290304,5675671,-3867,4474,-449,-47,-1420,167
"2010.04.02",1723.49,343030,5998549,-553,6227,-5702,-100,-5373,-714
"2010.04.05",1724.99,415399,5431553,12,2514,-2333,577,-4871,1838
"2010.04.06",1726.09,413536,4744202,-348,1486,-1067,214,-1334,72
"2010.04.07",1726.6,382514,5304910,-2078,4788,-2628,447,-3297,320
"2010.04.08",1733.78,342017,4467666,61,4468,-4494,-298,-4576,646
"2010.04.09",1724.47,370926,4765403,3606,6225,-1239,407,298,-2522
"2010.04.12",1710.3,407319,5646856,933,370,-1295,-79,-2359,1080
"2010.04.13",1710.59,359855,4286461,826,-181,-537,-39,-670,411
"2010.04.14",1735.33,424730,5653468,-1722,2082,261,-382,-247,140
"2010.04.15",1743.91,456676,6706484,-1767,5170,-3416,-583,-1939,-794
"2010.04.16",1734.49,374592,4835821,1338,1844,-3336,-239,-2864,-448
"2010.04.19",1705.3,362794,4322681,1442,-741,-862,54,-754,286
"2010.04.20",1718.03,515141,4799027,2468,-331,-2260,153,-1798,-406
"2010.04.21",1747.58,526089,5970826,-3944,2804,989,0,351,207
"2010.04.22",1739.52,516781,5669535,2083,949,-2987,-38,-2655,-381
"2010.04.23",1737.03,454500,5443868,-302,1601,-1279,103,-1661,-33
"2010.04.26",1752.2,409922,5161668,-2590,2085,470,-449,-101,851
"2010.04.27",1749.55,424147,5389161,1732,1213,-2742,-237,-2537,-125
"2010.04.28",1733.91,387837,6362505,3957,-429,-3483,-260,-1695,-1378
"2010.04.29",1728.42,432697,6447499,609,586,-990,89,-694,-387
"2010.04.30",1741.56,402135,6560698,-2104,4399,-2492,-105,-2395,-186
"2010.05.03",1721.21,406195,5431387,3028,-2343,-804,430,-1700,943
"2010.05.04",1718.75,369447,5240311,2810,-73,-2980,-188,-1315,-1179
"2010.05.06",1684.71,442166,6220663,3552,-7439,3718,11,618,2449
"2010.05.07",1647.5,445947,7350446,4846,-12456,7131,-1067,2786,3675
"2010.05.10",1677.63,375112,5392844,4039,-3280,-899,-1678,107,94
"2010.05.11",1670.24,449122,6407669,2033,159,-2147,-1121,-872,59
"2010.05.12",1663.03,440849,7172311,3317,-4049,668,1404,-1011,852
"2010.05.13",1694.58,390119,5892900,-1179,684,405,964,270,-923
"2010.05.14",1695.63,411108,6623858,2263,-2064,-348,702,-779,-500
"2010.05.17",1651.51,387378,6994844,7634,-7615,-514,331,-1872,873
"2010.05.18",1643.24,476960,6705398,2272,-4234,2027,-268,1113,1142
"2010.05.19",1630.08,405414,6641666,4203,-5989,1552,10,2070,-1225
"2010.05.20",1600.18,352307,6414796,1917,-3871,1864,16,631,1340
"2010.05.24",1604.93,266236,4707959,-920,-1040,1914,-222,1598,360
"2010.05.25",1560.83,468104,6697241,-412,-5829,5824,-162,1839,3467
"2010.05.26",1582.12,350974,6439338,994,-2288,1308,-579,887,855
"2010.05.27",1607.5,351304,6077186,1708,-3088,1146,-322,15,780
"2010.05.28",1622.78,308971,5857887,474,585,-1041,23,-1895,210
"2010.05.31",1641.25,292623,4285932,-673,1733,-1053,-571,-630,387
"2010.06.01",1630.4,307728,4753957,1208,-696,-313,40,-406,381
"2010.06.03",1661.84,304394,5095178,-2837,2665,187,-207,-616,747
"2010.06.04",1664.13,279767,4971542,-1365,974,527,323,-188,43
"2010.06.07",1637.97,297442,4802099,1102,-2678,1467,1132,-150,398
"2010.06.08",1651.48,273777,4848282,1889,-2133,414,135,-675,422
"2010.06.09",1647.22,308128,5271753,2144,-341,-1693,221,-894,-969
"2010.06.10",1651.7,301583,5308129,1321,-2600,1314,-485,184,109
"2010.06.11",1675.34,362778,5279601,-3403,3072,458,-177,154,1166
"2010.06.14",1690.6,367908,4665416,-3705,3019,946,-161,1202,168
"2010.06.15",1690.03,341912,4619322,-826,152,799,626,166,55
"2010.06.16",1705.33,372613,5428628,-2617,3417,-545,387,-400,-155
"2010.06.17",1707.92,363549,5452041,-1640,2309,-370,624,-1113,-32
"2010.06.18",1711.95,282832,4309519,-645,2638,-748,272,-759,268
"2010.06.21",1739.68,385432,5893526,-4071,2953,1304,-557,2050,0
"2010.06.22",1731.48,394953,5176995,2007,-162,-1583,276,-2902,1204
"2010.06.23",1725.82,356657,4683920,762,-318,-183,117,-195,1223
"2010.06.24",1739.87,307426,4278735,-1346,260,1028,37,-275,1133
"2010.06.25",1729.84,297055,4590497,521,-1524,725,583,-2619,2475
"2010.06.28",1732.03,341856,3940383,234,-1383,1312,491,-475,1813
"2010.06.29",1707.76,374735,4863645,-689,550,76,-262,-492,784
"2010.06.30",1698.29,336134,5267179,2627,-3326,583,116,-434,700
"2010.07.01",1686.24,322239,5692660,4299,-2693,-1438,535,-901,-1036
"2010.07.02",1671.82,338515,5415705,3659,-2319,-1434,-593,-618,-302
"2010.07.05",1675.37,348999,4075668,1045,-650,-450,-595,-208,334
"2010.07.06",1684.94,329832,4787505,820,-3351,2394,428,650,800
"2010.07.07",1675.65,339620,4539469,2702,-3914,1113,212,248,218
"2010.07.08",1698.64,324761,5013636,-2769,444,2284,-239,603,1475
"2010.07.09",1723.01,464064,5460776,-4828,3126,1619,214,214,647
"2010.07.12",1734.05,340034,4556048,-3344,3377,8,274,-679,250
"2010.07.13",1735.08,406564,5544563,-3164,2927,927,-279,-1096,2036
"2010.07.14",1758.01,526924,7952223,-8136,9027,-297,463,-1523,-329
"2010.07.15",1751.29,384179,5283767,564,4837,-5101,187,-5544,449
"2010.07.16",1738.45,370443,5927965,616,3013,-3446,412,-2989,-485
"2010.07.19",1731.95,277677,4485555,1338,-567,-591,407,-1390,501
"2010.07.20",1736.77,301968,4796083,1874,-190,-1595,-490,-298,-1217
"2010.07.21",1748.78,364242,5723736,-1249,2472,-1139,-728,-1271,366
"2010.07.22",1735.53,392992,6915986,203,32,-92,-1050,-1169,2067
"2010.07.23",1758.06,363733,6867834,-2813,2249,754,-96,-908,1048
"2010.07.26",1769.07,314058,5023258,-2057,1543,653,137,-751,768
"2010.07.27",1768.31,331788,5166438,225,5844,-5211,-143,-1302,734
"2010.07.28",1773.47,318336,5163003,-2297,1333,982,680,-1892,2272
"2010.07.29",1770.88,338509,5247165,-781,1593,-525,367,-1439,621
"2010.07.30",1759.33,366343,5237055,-830,893,-192,773,-1129,356
"2010.08.02",1782.27,328318,5716596,-1969,661,1068,415,113,578
"2010.08.03",1790.6,343084,5471114,-2656,3037,-693,34,-1155,-17
"2010.08.04",1789.26,329814,5650488,958,2039,-3121,83,-3675,565
"2010.08.05",1783.86,333440,6130966,418,-1651,1120,634,53,34
"2010.08.06",1783.83,328402,5542547,-1219,-453,1592,209,63,838
"2010.08.09",1790.17,285563,4048057,-831,626,-29,-408,135,386
"2010.08.10",1781.13,295952,4863964,786,531,-1543,-354,-920,0
"2010.08.11",1758.19,373606,5304966,2844,-91,-2654,-31,-1182,-869
"2010.08.12",1721.75,350337,5300270,4620,-5397,383,-1078,174,1094
"2010.08.13",1746.24,273717,4356142,1215,-1594,39,-1098,443,-19
"2010.08.16",1743.31,308448,4080101,2216,-3590,1101,369,113,608
"2010.08.17",1755.03,420235,4388423,-996,-1375,2375,-228,1070,1175
"2010.08.18",1761.99,366343,4939888,-1918,1440,299,103,-362,491
"2010.08.19",1779.64,339856,5160738,-4012,1533,2466,-48,-318,2477
"2010.08.20",1775.54,352250,4563890,-155,1770,-1879,451,-3643,1182
"2010.08.23",1767.71,325546,5208432,807,380,-1428,279,-871,-199
"2010.08.24",1760.53,394852,4984898,630,932,-1594,-663,-382,-154
"2010.08.25",1734.79,339990,4658856,2026,-2022,-5,538,-964,728
"2010.08.26",1729.76,297556,4520938,96,-936,742,-99,843,-81
"2010.08.27",1729.56,241488,4017037,1375,-1342,-245,164,449,-1297
"2010.08.30",1760.13,241958,3875505,-1843,339,1628,-784,982,599
"2010.08.31",1742.75,282621,4985720,1019,-439,-768,377,-800,-673
"2010.09.01",1764.69,297586,5746409,-827,-461,1340,-100,-712,1918
"2010.09.02",1775.73,286858,5552244,-2842,934,1675,676,541,-272
"2010.09.03",1780.02,306231,5948185,-1785,2356,-355,702,-1945,-41
"2010.09.06",1792.42,322840,5346082,-1570,3571,-1743,21,-2092,159
"2010.09.07",1787.74,310243,4724200,-32,2393,-2011,-192,-2034,95
"2010.09.08",1779.22,317336,4898150,2306,-489,-1790,394,-2560,485
"2010.09.09",1784.36,361781,5964915,1857,-3080,1295,695,-580,1014
"2010.09.10",1802.58,335262,5485420,-5441,5722,-12,1005,-639,15
"2010.09.13",1818.86,374699,6493473,-2810,6873,-3339,14,-4396,633
"2010.09.14",1815.25,378302,6700901,228,4053,-4368,-65,-3723,-91
"2010.09.15",1823.88,332776,6511379,-1720,4439,-2120,238,-2310,235
"2010.09.16",1811.85,328318,5655617,-1428,2051,-331,1043,-1712,540
"2010.09.17",1827.35,305483,6341274,-4237,2722,1645,287,234,725
"2010.09.20",1832.63,237838,4050866,-289,1320,-1116,447,-1196,-374
"2010.09.24",1846.6,268658,5497383,216,1012,-1149,-364,-1357,926
"2010.09.27",1860.83,377726,6866393,-28,1314,-1297,115,-832,373
"2010.09.28",1855.97,348367,6266654,864,428,-811,-422,-2320,1506
"2010.09.29",1866.45,350194,7052910,-3011,3622,715,-272,-1131,1755
"2010.09.30",1872.81,347158,6181226,-2200,4210,-1916,376,-1197,-46
"2010.10.01",1876.73,353840,6575660,-2538,4619,-1990,297,-2477,255
"2010.10.04",1879.29,382944,6928487,-1377,6535,-5101,-1318,-2383,-970
"2010.10.05",1878.94,332825,6172070,-633,2370,-1635,-757,-1902,1448
"2010.10.06",1903.95,381498,7309839,-6500,8483,-1905,-413,-1312,-441
"2010.10.07",1900.85,392249,7385781,-1323,1139,259,836,-2609,1400
"2010.10.08",1897.07,360325,6205291,-468,1739,-1388,729,85,2232
"2010.10.11",1889.91,334824,5928736,834,2164,-2999,233,-2887,53
"2010.10.12",1868.04,308759,5753878,3376,-1779,-1810,140,-520,-1604
"2010.10.13",1876.15,313340,5898392,630,-1501,859,-115,713,266
"2010.10.14",1899.76,367707,7328351,-2889,1548,1597,-322,-187,1920
"2010.10.15",1902.29,353203,5943179,-393,1191,1764,358,839,554
"2010.10.18",1875.42,366278,5576013,3556,449,-3921,-39,-1142,-2256
"2010.10.19",1857.32,419447,5538082,3007,1324,-4134,-260,-2012,-1646
"2010.10.20",1870.44,360159,5812827,547,-1997,1552,-392,1077,767
"2010.10.21",1874.69,385806,6364515,1345,32,-1425,291,-272,-1222
"2010.10.22",1897.31,341553,5799414,-6403,5594,927,-371,217,1144
"2010.10.25",1915.71,399042,6462872,-4602,4990,-319,-434,-932,1770
"2010.10.26",1919.41,343603,6368405,42,4449,-4188,-410,-3116,-289
"2010.10.27",1909.54,386307,6679911,3113,848,-3825,48,-2253,-1333
"2010.10.28",1907.87,338102,5393276,1965,605,-2025,237,-1781,-439
"2010.10.29",1882.95,370303,5947544,6274,-3368,-2975,695,-1327,-1379
"2010.11.01",1914.74,335036,5936966,-577,-75,976,97,280,1322
"2010.11.02",1918.04,334570,6359299,1539,115,-1693,-111,-390,-459
"2010.11.03",1935.97,352052,6696137,-2612,1908,382,-248,-1140,1836
"2010.11.04",1942.5,313332,6286418,-242,3252,-3204,340,-3698,354
"2010.11.05",1938.96,393049,7815291,-4539,7976,-3149,-706,-3040,1096
"2010.11.08",1942.41,302924,5381084,-84,2575,-2254,-116,-1879,76
"2010.11.09",1947.46,284898,5404017,586,-293,-414,10,-377,-45
"2010.11.10",1967.85,333638,6225588,-3358,4438,-953,461,-1474,504
"2010.11.11",1914.73,357814,9324601,4174,-13098,8758,4191,700,3664
"2010.11.12",1913.12,435859,8408718,1861,8875,-4798,-917,-5460,2803
"2010.11.15",1913.81,289656,5993344,-504,2264,-1621,-189,-294,-438
"2010.11.16",1899.13,326736,6918067,2704,769,-3537,-90,-591,-2920
"2010.11.17",1897.11,272739,5716000,1480,-3061,1282,109,1076,-127
"2010.11.18",1927.86,264637,5603776,-532,-1566,1907,213,309,1469
"2010.11.19",1940.96,285886,5969853,209,1919,-2081,-142,-334,-1689
"2010.11.22",1944.34,313944,7305545,-3646,1955,1727,-180,254,1909
"2010.11.23",1928.94,358610,6920408,594,1812,-2214,222,-262,-1687
"2010.11.24",1925.98,445264,7965238,-5718,497,4891,-663,1216,2808
"2010.11.25",1927.68,316613,5610698,310,-1700,1489,-613,500,1226
"2010.11.26",1901.8,452680,5728377,-4002,609,3332,19,-548,3815
"2010.11.29",1895.54,294175,4503568,370,-1611,1231,661,-171,483
"2010.11.30",1904.63,422527,5950850,-813,-923,1747,26,717,491
"2010.12.01",1929.32,327296,4878658,-1035,345,777,140,1237,-420
"2010.12.02",1950.26,427608,5787027,-2582,4028,-1597,-836,-126,-708
"2010.12.03",1957.26,426801,6559984,-1284,3538,-2392,294,-1848,411
"2010.12.06",1953.64,452782,5403549,2003,-156,-1815,-527,-1019,401
"2010.12.07",1962.52,629588,6159736,-1135,810,463,1066,-401,430
"2010.12.08",1955.72,485741,5412651,364,2642,-2905,587,-1568,-1198
"2010.12.09",1988.96,440478,6770500,-4018,3356,933,-439,-510,1877
"2010.12.10",1986.14,353673,5236565,2329,-20,31,839,-1768,1057
"2010.12.13",1996.59,378150,5055451,738,382,-878,286,-1230,290
"2010.12.14",2009.05,389837,6337978,-1204,5468,-4063,438,-1930,-2116
"2010.12.15",2017.48,480466,6486732,1807,3893,-5043,742,-3953,-1112
"2010.12.16",2009.24,356598,5323993,1958,510,-1791,513,-2469,959
"2010.12.17",2026.3,495360,6802700,-1380,1831,-102,337,-727,32
"2010.12.20",2020.28,402012,7045798,-2890,1837,1125,845,-1783,1868
"2010.12.21",2037.09,363210,7226125,3919,-305,-2998,-527,-1679,1158
"2010.12.22",2038.11,328464,6023086,1944,3546,-4811,459,-3207,-660
"2010.12.23",2037.53,331261,5101191,524,1385,-1050,81,-3256,2169
"2010.12.24",2029.6,312500,5371352,702,758,-999,647,-1950,581
"2010.12.27",2022.19,269273,5074207,-456,1559,-896,319,-1534,842
"2010.12.28",2033.32,337868,5625833,-4873,2425,3001,1042,-18,481
"2010.12.29",2043.49,277916,4967756,1016,-217,-1067,-212,127,-736
"2010.12.30",2051.0,297360,5246128,-1984,-1438,4120,1275,1384,808
"2011.01.03",2070.08,344033,5780514,-3665,3097,496,396,-630,32
"2011.01.04",2085.14,406359,7653046,-3723,5106,-1014,-404,-139,-997
"2011.01.05",2082.55,379140,8451445,-479,1300,-855,-430,-2012,1208
"2011.01.06",2077.61,396770,8650723,-871,3401,-2408,196,-1687,-1088
"2011.01.07",2086.2,329923,7575309,-1725,-509,2324,1214,-242,1018
"2011.01.10",2080.81,336911,7194050,1734,-2357,845,1490,-1534,1321
"2011.01.11",2088.32,403367,6896824,957,-1013,147,482,49,-427
"2011.01.12",2094.95,417505,7740652,-365,3259,-2851,-16,-606,-1952
"2011.01.13",2089.48,416336,9015356,6389,1458,-8113,-772,-3035,-3560
"2011.01.14",2108.17,412978,8376869,1801,-1426,55,633,-512,-24
"2011.01.17",2099.85,421461,7996267,4641,-353,-4422,-230,-2091,-2035
"2011.01.18",2096.48,445833,7889395,960,-200,-814,512,-1242,169
